idx,class
7129,RightWhale
10503,NoWhale
2994,NoWhale
8370,NoWhale
8069,NoWhale
6409,RightWhale
6104,NoWhale
10389,NoWhale
2642,RightWhale
7890,RightWhale
4508,RightWhale
2305,NoWhale
10148,NoWhale
7532,RightWhale
4195,RightWhale
5562,NoWhale
4840,NoWhale
4655,RightWhale
9263,RightWhale
4168,RightWhale
3849,NoWhale
10766,NoWhale
9191,NoWhale
5253,RightWhale
10473,RightWhale
5533,RightWhale
2414,NoWhale
3554,RightWhale
4691,RightWhale
4498,NoWhale
2195,NoWhale
5045,NoWhale
2600,NoWhale
6163,RightWhale
6373,RightWhale
1518,NoWhale
4764,NoWhale
4314,NoWhale
3366,NoWhale
6058,NoWhale
7297,RightWhale
7923,NoWhale
6309,RightWhale
2633,RightWhale
5755,RightWhale
5633,RightWhale
8972,RightWhale
5922,NoWhale
10181,RightWhale
9629,NoWhale
2434,NoWhale
9060,NoWhale
8137,RightWhale
8292,NoWhale
7958,NoWhale
6064,RightWhale
4520,RightWhale
5587,RightWhale
3545,RightWhale
8892,NoWhale
7209,RightWhale
9646,RightWhale
5531,RightWhale
5444,RightWhale
517,RightWhale
7347,NoWhale
6160,NoWhale
9494,RightWhale
9940,RightWhale
8852,RightWhale
7907,NoWhale
1415,RightWhale
4664,NoWhale
4456,RightWhale
2761,NoWhale
6974,NoWhale
6481,RightWhale
5911,RightWhale
6547,RightWhale
4855,RightWhale
9705,RightWhale
127,RightWhale
3474,NoWhale
6358,RightWhale
8849,NoWhale
4310,RightWhale
2438,NoWhale
3765,NoWhale
9052,NoWhale
8790,NoWhale
6432,NoWhale
7037,RightWhale
9169,NoWhale
10686,RightWhale
1473,NoWhale
6340,NoWhale
4821,NoWhale
18,RightWhale
3560,NoWhale
3951,RightWhale
49,NoWhale
5437,NoWhale
10820,NoWhale
887,RightWhale
6261,RightWhale
6989,NoWhale
6043,NoWhale
2616,RightWhale
516,RightWhale
3168,RightWhale
2949,NoWhale
1424,RightWhale
139,NoWhale
1924,NoWhale
2378,NoWhale
3197,RightWhale
5131,RightWhale
112,RightWhale
4559,RightWhale
4595,RightWhale
5329,RightWhale
3250,RightWhale
4690,RightWhale
8540,NoWhale
3697,RightWhale
4546,RightWhale
9233,RightWhale
3277,NoWhale
7558,RightWhale
7937,NoWhale
4068,NoWhale
4408,RightWhale
10683,RightWhale
9400,RightWhale
8528,RightWhale
3222,NoWhale
10247,RightWhale
451,NoWhale
3731,NoWhale
9803,RightWhale
4986,RightWhale
3663,NoWhale
2763,RightWhale
658,NoWhale
5602,RightWhale
1855,RightWhale
4620,RightWhale
999,NoWhale
389,RightWhale
3407,NoWhale
6426,NoWhale
1476,NoWhale
2240,NoWhale
2386,NoWhale
10003,RightWhale
992,NoWhale
7032,NoWhale
4997,RightWhale
3922,NoWhale
2972,RightWhale
3386,RightWhale
6871,NoWhale
8694,RightWhale
10170,RightWhale
8290,RightWhale
4769,NoWhale
1293,NoWhale
1824,RightWhale
2873,RightWhale
4173,RightWhale
2535,NoWhale
9996,RightWhale
1907,NoWhale
42,NoWhale
10386,RightWhale
368,NoWhale
6033,NoWhale
1151,RightWhale
7007,NoWhale
1567,NoWhale
7649,NoWhale
7116,RightWhale
8170,RightWhale
8610,RightWhale
4160,NoWhale
4287,RightWhale
2230,RightWhale
10393,NoWhale
174,RightWhale
1903,NoWhale
1099,NoWhale
8926,RightWhale
3408,NoWhale
1538,NoWhale
2292,NoWhale
10199,NoWhale
1363,NoWhale
4357,NoWhale
8983,NoWhale
5260,NoWhale
8196,RightWhale
10702,RightWhale
680,NoWhale
10194,RightWhale
8678,RightWhale
3664,RightWhale
10007,NoWhale
1661,NoWhale
508,RightWhale
166,NoWhale
5497,RightWhale
9084,NoWhale
1006,NoWhale
9140,RightWhale
1914,NoWhale
3494,NoWhale
10542,RightWhale
10663,NoWhale
7746,NoWhale
4990,RightWhale
2536,NoWhale
1104,NoWhale
3875,RightWhale
8607,NoWhale
1752,RightWhale
5310,NoWhale
5952,RightWhale
8296,RightWhale
2916,RightWhale
8897,RightWhale
5754,RightWhale
152,RightWhale
5230,RightWhale
8719,RightWhale
5679,RightWhale
3907,RightWhale
9999,RightWhale
2552,NoWhale
2773,NoWhale
7334,NoWhale
3551,NoWhale
3722,NoWhale
10624,NoWhale
520,NoWhale
8882,RightWhale
8757,NoWhale
9802,NoWhale
4538,RightWhale
6175,RightWhale
8158,RightWhale
7081,RightWhale
1822,NoWhale
4086,NoWhale
10735,NoWhale
9575,NoWhale
6896,RightWhale
1991,RightWhale
9642,RightWhale
309,NoWhale
4308,NoWhale
7779,NoWhale
8493,NoWhale
3599,NoWhale
3622,NoWhale
3811,NoWhale
6005,NoWhale
3450,RightWhale
4591,RightWhale
205,NoWhale
10759,NoWhale
1135,NoWhale
6680,RightWhale
10269,RightWhale
2749,NoWhale
3613,RightWhale
305,NoWhale
1849,NoWhale
7747,RightWhale
10729,RightWhale
1988,RightWhale
3240,RightWhale
2798,NoWhale
4515,RightWhale
5630,RightWhale
10106,RightWhale
3109,RightWhale
4939,NoWhale
4059,NoWhale
1987,NoWhale
5934,NoWhale
9720,RightWhale
8821,NoWhale
383,NoWhale
5634,NoWhale
4307,RightWhale
3388,NoWhale
3156,NoWhale
6053,NoWhale
10929,RightWhale
6534,NoWhale
2727,RightWhale
9675,NoWhale
7556,RightWhale
9511,RightWhale
10462,RightWhale
10592,RightWhale
7267,NoWhale
3832,NoWhale
9533,NoWhale
4776,RightWhale
4276,RightWhale
253,NoWhale
9390,NoWhale
10497,RightWhale
2924,NoWhale
278,NoWhale
6771,NoWhale
3252,RightWhale
9152,NoWhale
2480,RightWhale
289,RightWhale
7753,NoWhale
3075,NoWhale
4073,NoWhale
2583,NoWhale
8730,NoWhale
6108,RightWhale
5089,NoWhale
6332,NoWhale
8045,NoWhale
8470,RightWhale
10630,RightWhale
9192,NoWhale
6850,RightWhale
9807,RightWhale
7360,NoWhale
4066,NoWhale
270,RightWhale
6009,NoWhale
8760,NoWhale
4570,NoWhale
3576,NoWhale
3565,RightWhale
2971,RightWhale
7450,NoWhale
9605,RightWhale
4207,NoWhale
3218,RightWhale
1391,NoWhale
6696,RightWhale
3975,RightWhale
4316,RightWhale
8061,RightWhale
2675,NoWhale
6897,NoWhale
1422,RightWhale
83,NoWhale
873,NoWhale
10513,RightWhale
9856,NoWhale
4557,RightWhale
4500,NoWhale
4647,NoWhale
7817,RightWhale
6470,NoWhale
2038,NoWhale
8560,NoWhale
10607,RightWhale
1132,NoWhale
2450,RightWhale
3954,NoWhale
2329,NoWhale
9987,NoWhale
6242,NoWhale
8333,NoWhale
5042,NoWhale
10676,RightWhale
4746,RightWhale
10252,NoWhale
9004,NoWhale
7818,NoWhale
10893,NoWhale
7645,RightWhale
7159,RightWhale
2401,RightWhale
5520,NoWhale
1216,NoWhale
9523,NoWhale
6020,RightWhale
8229,RightWhale
1064,RightWhale
3786,NoWhale
4410,RightWhale
5385,RightWhale
8139,RightWhale
5523,NoWhale
5996,RightWhale
9676,RightWhale
7225,RightWhale
5888,RightWhale
2161,RightWhale
3008,NoWhale
9560,RightWhale
1105,NoWhale
8011,NoWhale
692,RightWhale
2003,RightWhale
4956,RightWhale
10064,RightWhale
9275,NoWhale
4369,RightWhale
9725,NoWhale
2765,NoWhale
3929,RightWhale
8384,RightWhale
9567,RightWhale
10742,NoWhale
7990,NoWhale
628,RightWhale
2451,NoWhale
10545,NoWhale
7919,RightWhale
3824,RightWhale
9830,RightWhale
2652,NoWhale
9967,NoWhale
3743,NoWhale
2176,RightWhale
10830,NoWhale
6689,NoWhale
10137,NoWhale
3318,NoWhale
8922,RightWhale
2787,RightWhale
4105,RightWhale
7646,NoWhale
1676,NoWhale
3947,NoWhale
4444,NoWhale
2936,RightWhale
7322,RightWhale
8031,NoWhale
2837,RightWhale
5722,RightWhale
9775,NoWhale
2503,RightWhale
9278,RightWhale
2369,RightWhale
4967,RightWhale
5883,NoWhale
2217,RightWhale
5847,NoWhale
2218,NoWhale
3326,NoWhale
9057,RightWhale
7323,NoWhale
3583,NoWhale
10743,NoWhale
3619,RightWhale
6217,RightWhale
2468,RightWhale
7732,RightWhale
3115,NoWhale
85,NoWhale
9262,NoWhale
5973,RightWhale
2801,NoWhale
3671,NoWhale
3667,RightWhale
10711,NoWhale
10829,RightWhale
5158,NoWhale
6976,NoWhale
5725,RightWhale
4590,NoWhale
2019,RightWhale
3423,RightWhale
2525,RightWhale
8491,NoWhale
7497,RightWhale
3212,RightWhale
519,RightWhale
5366,NoWhale
8141,NoWhale
6593,RightWhale
2895,NoWhale
244,NoWhale
5930,RightWhale
4714,RightWhale
10080,NoWhale
3425,NoWhale
8109,RightWhale
3642,RightWhale
8089,NoWhale
10527,RightWhale
7431,NoWhale
8450,NoWhale
5509,NoWhale
6297,NoWhale
2001,NoWhale
885,NoWhale
869,NoWhale
6454,RightWhale
10600,RightWhale
10436,NoWhale
8839,NoWhale
5720,RightWhale
356,RightWhale
10831,NoWhale
5451,NoWhale
7160,NoWhale
8970,NoWhale
7257,NoWhale
7738,NoWhale
2743,RightWhale
8182,NoWhale
1275,NoWhale
1890,RightWhale
9513,NoWhale
6415,RightWhale
10037,NoWhale
10052,RightWhale
3563,RightWhale
5787,RightWhale
4958,RightWhale
1546,RightWhale
6193,NoWhale
2380,RightWhale
6474,RightWhale
3823,RightWhale
3232,NoWhale
9189,RightWhale
3306,RightWhale
492,RightWhale
3499,NoWhale
9857,RightWhale
1116,RightWhale
5637,NoWhale
9612,NoWhale
6146,NoWhale
10790,NoWhale
9613,RightWhale
9432,NoWhale
9578,NoWhale
6857,RightWhale
9427,RightWhale
6589,NoWhale
9928,NoWhale
3645,NoWhale
2500,RightWhale
5677,NoWhale
8776,RightWhale
5241,RightWhale
8331,NoWhale
2783,NoWhale
6158,NoWhale
3809,NoWhale
7968,RightWhale
9468,NoWhale
2993,NoWhale
1696,RightWhale
5685,NoWhale
2295,NoWhale
9006,NoWhale
6504,NoWhale
5939,RightWhale
2052,RightWhale
1776,NoWhale
7897,RightWhale
3313,RightWhale
4781,RightWhale
6632,NoWhale
9257,RightWhale
10709,RightWhale
1592,RightWhale
1723,RightWhale
215,RightWhale
7609,RightWhale
6707,RightWhale
9038,NoWhale
490,RightWhale
9997,NoWhale
3483,RightWhale
7006,RightWhale
5102,NoWhale
5187,NoWhale
3431,NoWhale
6599,NoWhale
8937,RightWhale
460,RightWhale
6410,NoWhale
8324,NoWhale
6650,RightWhale
5513,NoWhale
10380,RightWhale
25,NoWhale
3512,RightWhale
2409,RightWhale
3270,RightWhale
5209,RightWhale
10467,NoWhale
1552,NoWhale
10069,NoWhale
9445,NoWhale
6683,NoWhale
3871,RightWhale
7310,RightWhale
3402,RightWhale
4529,RightWhale
979,RightWhale
2655,RightWhale
1847,NoWhale
8847,RightWhale
9022,RightWhale
10821,NoWhale
8479,NoWhale
5721,NoWhale
515,RightWhale
9003,NoWhale
10556,NoWhale
9082,NoWhale
1102,RightWhale
3276,NoWhale
7784,RightWhale
5345,RightWhale
2657,NoWhale
9934,NoWhale
9125,NoWhale
3996,NoWhale
194,NoWhale
4711,NoWhale
643,RightWhale
9507,NoWhale
3285,NoWhale
3116,NoWhale
7792,RightWhale
3575,NoWhale
6872,RightWhale
9878,NoWhale
4320,NoWhale
7772,RightWhale
10926,NoWhale
2207,RightWhale
4552,NoWhale
4402,RightWhale
9689,NoWhale
7395,NoWhale
3718,RightWhale
972,RightWhale
4579,RightWhale
6516,NoWhale
6698,NoWhale
719,NoWhale
7847,NoWhale
6155,RightWhale
10320,RightWhale
3896,NoWhale
2803,NoWhale
2566,RightWhale
4025,NoWhale
6198,NoWhale
32,RightWhale
9092,NoWhale
9674,NoWhale
10736,NoWhale
4063,NoWhale
9798,RightWhale
7301,RightWhale
5540,NoWhale
1697,RightWhale
2792,NoWhale
2222,RightWhale
5818,RightWhale
10573,RightWhale
3764,RightWhale
3866,NoWhale
7719,NoWhale
9485,RightWhale
9788,RightWhale
8030,RightWhale
2512,RightWhale
3758,RightWhale
2831,NoWhale
3227,NoWhale
4214,RightWhale
3923,RightWhale
3904,RightWhale
2277,RightWhale
7001,RightWhale
9518,RightWhale
1401,NoWhale
739,NoWhale
6552,NoWhale
4266,NoWhale
10784,RightWhale
4979,RightWhale
3253,RightWhale
3851,NoWhale
9451,NoWhale
2661,RightWhale
9557,NoWhale
9221,NoWhale
674,NoWhale
7305,RightWhale
9341,RightWhale
7011,RightWhale
7793,NoWhale
3841,NoWhale
1815,NoWhale
9123,RightWhale
10757,RightWhale
10074,RightWhale
4653,RightWhale
3657,NoWhale
2100,NoWhale
5163,NoWhale
6708,NoWhale
1673,NoWhale
2101,RightWhale
4213,RightWhale
9288,NoWhale
8043,RightWhale
1548,NoWhale
8399,RightWhale
7701,NoWhale
3323,NoWhale
8454,RightWhale
355,RightWhale
5184,NoWhale
1461,RightWhale
9326,RightWhale
6631,RightWhale
10270,NoWhale
3220,RightWhale
939,RightWhale
10027,RightWhale
5147,NoWhale
7170,NoWhale
6417,RightWhale
5923,RightWhale
7430,RightWhale
8796,NoWhale
1751,NoWhale
3976,RightWhale
8645,NoWhale
1772,RightWhale
1196,NoWhale
1878,NoWhale
2668,RightWhale
3171,NoWhale
2016,RightWhale
2005,NoWhale
9054,RightWhale
3893,RightWhale
10925,RightWhale
3237,RightWhale
4424,RightWhale
4744,NoWhale
10005,RightWhale
2078,NoWhale
5219,RightWhale
396,RightWhale
2788,NoWhale
2257,RightWhale
7834,NoWhale
4072,RightWhale
5574,NoWhale
9157,NoWhale
10403,RightWhale
5355,NoWhale
8439,NoWhale
6093,NoWhale
8888,RightWhale
1519,NoWhale
8973,RightWhale
1378,RightWhale
5672,NoWhale
1023,NoWhale
2587,NoWhale
9315,NoWhale
10680,NoWhale
5621,NoWhale
8668,NoWhale
5008,RightWhale
2857,RightWhale
9036,RightWhale
5771,NoWhale
5842,NoWhale
7122,RightWhale
8400,RightWhale
5832,NoWhale
1629,NoWhale
4888,NoWhale
4526,RightWhale
3523,NoWhale
5904,NoWhale
522,NoWhale
3607,NoWhale
10305,NoWhale
5220,NoWhale
7180,RightWhale
234,NoWhale
3988,RightWhale
3796,RightWhale
4118,NoWhale
6318,NoWhale
5001,NoWhale
7094,RightWhale
6775,RightWhale
3800,RightWhale
8635,RightWhale
3899,RightWhale
5024,RightWhale
1948,RightWhale
6361,RightWhale
470,RightWhale
2448,NoWhale
3492,RightWhale
6834,RightWhale
6091,NoWhale
2671,NoWhale
10717,RightWhale
2224,RightWhale
1106,NoWhale
2188,RightWhale
818,RightWhale
7054,NoWhale
6755,RightWhale
5571,NoWhale
4523,NoWhale
5793,RightWhale
10266,NoWhale
9619,NoWhale
5738,RightWhale
2624,NoWhale
4728,NoWhale
10277,NoWhale
10840,RightWhale
9981,RightWhale
888,NoWhale
10401,RightWhale
8143,NoWhale
2437,NoWhale
6056,NoWhale
9205,RightWhale
817,RightWhale
9784,RightWhale
3414,NoWhale
6352,RightWhale
2341,NoWhale
9885,RightWhale
3167,RightWhale
1809,NoWhale
8661,RightWhale
8883,RightWhale
7161,RightWhale
1264,RightWhale
5086,RightWhale
9562,NoWhale
9016,NoWhale
7728,RightWhale
5835,NoWhale
7016,NoWhale
5194,NoWhale
4449,RightWhale
4945,NoWhale
7457,RightWhale
4045,NoWhale
7831,NoWhale
3702,NoWhale
1035,RightWhale
10130,RightWhale
6919,NoWhale
5590,RightWhale
7226,NoWhale
1228,RightWhale
8462,RightWhale
7872,RightWhale
5149,RightWhale
5141,NoWhale
8188,NoWhale
6551,NoWhale
52,RightWhale
1011,RightWhale
6555,RightWhale
8544,RightWhale
7181,NoWhale
9185,NoWhale
159,NoWhale
8624,NoWhale
1587,RightWhale
1589,RightWhale
10760,RightWhale
10378,RightWhale
8802,RightWhale
10359,RightWhale
10210,NoWhale
6687,RightWhale
10222,NoWhale
8270,RightWhale
10156,RightWhale
6174,NoWhale
9891,RightWhale
9738,RightWhale
7480,RightWhale
3858,NoWhale
10732,RightWhale
10133,NoWhale
10287,RightWhale
2828,RightWhale
436,NoWhale
5789,RightWhale
10394,NoWhale
10356,NoWhale
8957,RightWhale
3878,NoWhale
1588,NoWhale
7398,RightWhale
2780,RightWhale
9834,RightWhale
9370,RightWhale
5686,NoWhale
3965,RightWhale
4727,NoWhale
973,NoWhale
1238,RightWhale
2951,NoWhale
7618,RightWhale
2342,NoWhale
7853,NoWhale
8489,RightWhale
6046,RightWhale
2158,NoWhale
10163,RightWhale
7931,NoWhale
1497,NoWhale
4545,RightWhale
6465,NoWhale
7355,RightWhale
7525,NoWhale
7823,RightWhale
7547,RightWhale
4257,NoWhale
2422,NoWhale
9375,RightWhale
10528,NoWhale
5185,NoWhale
5647,RightWhale
357,RightWhale
5242,NoWhale
2130,NoWhale
10113,NoWhale
2092,NoWhale
5409,NoWhale
2015,RightWhale
9916,NoWhale
4044,NoWhale
187,RightWhale
909,RightWhale
3655,NoWhale
3426,NoWhale
8423,NoWhale
1381,RightWhale
9858,RightWhale
413,NoWhale
7427,NoWhale
7551,RightWhale
5037,RightWhale
4897,NoWhale
3336,NoWhale
3606,RightWhale
3175,NoWhale
6846,NoWhale
2241,RightWhale
10621,RightWhale
8771,RightWhale
256,NoWhale
8342,RightWhale
200,NoWhale
8704,NoWhale
2235,RightWhale
4743,RightWhale
1767,RightWhale
4236,NoWhale
8101,NoWhale
9241,NoWhale
8408,NoWhale
1572,NoWhale
24,NoWhale
3363,RightWhale
1088,NoWhale
4674,RightWhale
2694,NoWhale
8639,RightWhale
3398,NoWhale
3559,NoWhale
10022,NoWhale
2841,RightWhale
2311,RightWhale
7537,NoWhale
9121,RightWhale
3234,NoWhale
7470,RightWhale
10195,NoWhale
4152,RightWhale
1309,NoWhale
695,NoWhale
10595,NoWhale
8027,RightWhale
3752,NoWhale
6337,NoWhale
1227,NoWhale
1999,RightWhale
276,NoWhale
8149,NoWhale
2367,RightWhale
5929,NoWhale
2953,RightWhale
3637,RightWhale
3906,NoWhale
4778,RightWhale
5845,RightWhale
10611,RightWhale
4117,NoWhale
2527,RightWhale
1137,RightWhale
2767,RightWhale
2334,NoWhale
8713,NoWhale
7661,NoWhale
942,RightWhale
8685,NoWhale
8129,RightWhale
2490,NoWhale
10590,NoWhale
7742,NoWhale
6290,NoWhale
4935,RightWhale
3935,RightWhale
6880,NoWhale
8287,NoWhale
2384,NoWhale
7084,RightWhale
115,NoWhale
1863,NoWhale
7496,RightWhale
10909,NoWhale
3119,RightWhale
4258,NoWhale
8071,NoWhale
902,RightWhale
2819,NoWhale
3822,RightWhale
8376,RightWhale
8246,RightWhale
9948,NoWhale
4699,NoWhale
10018,RightWhale
3802,NoWhale
9414,NoWhale
6068,NoWhale
5810,RightWhale
3536,RightWhale
3825,RightWhale
6642,NoWhale
9463,RightWhale
9424,NoWhale
4810,NoWhale
1946,RightWhale
9552,RightWhale
8385,NoWhale
5335,NoWhale
3488,RightWhale
1610,NoWhale
7269,RightWhale
8572,NoWhale
7929,NoWhale
9699,NoWhale
7166,NoWhale
4677,RightWhale
4959,NoWhale
6963,RightWhale
5867,RightWhale
9599,RightWhale
7471,RightWhale
4761,NoWhale
2194,RightWhale
882,NoWhale
7696,NoWhale
5701,RightWhale
7691,NoWhale
5113,NoWhale
557,NoWhale
8902,RightWhale
5139,RightWhale
1207,NoWhale
976,RightWhale
7684,NoWhale
8488,NoWhale
1510,RightWhale
8148,NoWhale
3829,RightWhale
3732,RightWhale
8843,RightWhale
3211,NoWhale
3630,NoWhale
1708,RightWhale
1845,NoWhale
266,RightWhale
5985,RightWhale
1140,RightWhale
3162,RightWhale
6207,RightWhale
2046,RightWhale
3730,RightWhale
1909,NoWhale
2211,RightWhale
2660,RightWhale
656,NoWhale
6660,RightWhale
1307,RightWhale
2567,RightWhale
8020,NoWhale
998,NoWhale
9905,RightWhale
2834,NoWhale
10471,NoWhale
10047,NoWhale
5880,RightWhale
1237,RightWhale
2151,NoWhale
8570,NoWhale
3835,RightWhale
10608,RightWhale
8420,RightWhale
9014,RightWhale
6578,NoWhale
5091,NoWhale
2186,RightWhale
9450,RightWhale
1134,NoWhale
5004,NoWhale
6626,NoWhale
8345,NoWhale
1303,NoWhale
9261,RightWhale
1627,RightWhale
9694,RightWhale
1522,NoWhale
10727,RightWhale
358,RightWhale
138,NoWhale
299,NoWhale
1556,NoWhale
5099,RightWhale
382,NoWhale
9097,NoWhale
8282,NoWhale
7664,RightWhale
4857,NoWhale
10168,NoWhale
3180,RightWhale
1439,RightWhale
8383,NoWhale
5673,RightWhale
7042,NoWhale
946,RightWhale
2390,RightWhale
5498,NoWhale
4916,NoWhale
8021,NoWhale
10103,RightWhale
2721,RightWhale
1932,NoWhale
2352,RightWhale
7656,NoWhale
3236,RightWhale
3140,NoWhale
4163,RightWhale
9735,RightWhale
9073,RightWhale
3807,RightWhale
10374,RightWhale
1936,NoWhale
9751,NoWhale
6781,NoWhale
8249,NoWhale
4154,RightWhale
4172,RightWhale
796,RightWhale
2416,RightWhale
8410,RightWhale
6139,RightWhale
785,RightWhale
8348,NoWhale
6789,RightWhale
3158,NoWhale
7202,NoWhale
8036,NoWhale
123,NoWhale
10740,RightWhale
5668,RightWhale
2172,NoWhale
2169,NoWhale
6628,RightWhale
4009,NoWhale
10171,NoWhale
4340,NoWhale
910,RightWhale
6268,RightWhale
8742,NoWhale
2309,NoWhale
10569,RightWhale
3634,RightWhale
1257,RightWhale
6591,RightWhale
4458,NoWhale
6133,RightWhale
7597,RightWhale
1178,RightWhale
8441,RightWhale
10211,RightWhale
4652,NoWhale
6218,NoWhale
3650,NoWhale
442,RightWhale
3415,NoWhale
1399,RightWhale
9570,RightWhale
8419,RightWhale
1457,RightWhale
8608,NoWhale
5744,NoWhale
10870,RightWhale
1054,NoWhale
10737,NoWhale
7653,RightWhale
3275,NoWhale
1463,RightWhale
3699,NoWhale
3759,NoWhale
929,NoWhale
5511,NoWhale
6468,RightWhale
9202,RightWhale
1829,NoWhale
2928,NoWhale
8274,NoWhale
6538,RightWhale
4221,NoWhale
3546,NoWhale
5598,NoWhale
9787,NoWhale
8495,NoWhale
10516,NoWhale
2011,NoWhale
913,NoWhale
7611,RightWhale
9030,NoWhale
7836,NoWhale
8459,NoWhale
3219,RightWhale
2606,RightWhale
3264,RightWhale
4928,RightWhale
9484,RightWhale
6564,RightWhale
8935,RightWhale
6,RightWhale
2980,NoWhale
7835,RightWhale
6583,NoWhale
3361,RightWhale
4774,NoWhale
1943,RightWhale
8565,NoWhale
5499,NoWhale
1635,RightWhale
1141,NoWhale
9718,NoWhale
2041,NoWhale
6815,NoWhale
6703,RightWhale
7242,RightWhale
359,RightWhale
2070,RightWhale
3134,RightWhale
5160,RightWhale
6990,RightWhale
3243,RightWhale
5275,RightWhale
2242,RightWhale
1474,RightWhale
9402,NoWhale
3259,NoWhale
4020,RightWhale
9673,RightWhale
3500,NoWhale
2658,NoWhale
9247,NoWhale
1130,NoWhale
1819,NoWhale
7461,NoWhale
8807,RightWhale
9346,NoWhale
8962,NoWhale
7064,RightWhale
4318,RightWhale
4669,RightWhale
5476,NoWhale
10755,NoWhale
9598,NoWhale
1856,RightWhale
2282,NoWhale
10182,NoWhale
4008,RightWhale
6401,RightWhale
10853,NoWhale
10144,NoWhale
386,NoWhale
1628,RightWhale
9225,NoWhale
10201,NoWhale
7718,NoWhale
10315,NoWhale
10900,NoWhale
1842,RightWhale
2497,RightWhale
201,RightWhale
8811,RightWhale
3868,NoWhale
5054,RightWhale
5889,RightWhale
2702,NoWhale
7922,NoWhale
331,NoWhale
3808,RightWhale
935,RightWhale
1774,RightWhale
8644,RightWhale
10012,NoWhale
989,NoWhale
5443,NoWhale
9136,NoWhale
6993,NoWhale
10889,RightWhale
5806,NoWhale
9565,NoWhale
9525,RightWhale
6574,RightWhale
3052,NoWhale
9458,RightWhale
4615,RightWhale
3321,NoWhale
8346,RightWhale
6246,NoWhale
6048,RightWhale
3311,NoWhale
8546,RightWhale
10476,NoWhale
8210,RightWhale
3628,RightWhale
10427,NoWhale
1356,RightWhale
5002,NoWhale
8530,NoWhale
5823,RightWhale
10398,NoWhale
5670,NoWhale
3112,NoWhale
182,NoWhale
9703,RightWhale
855,RightWhale
9232,RightWhale
4912,NoWhale
10368,RightWhale
1800,NoWhale
10125,NoWhale
5482,NoWhale
9134,RightWhale
1968,NoWhale
9325,NoWhale
9682,NoWhale
4697,RightWhale
4987,RightWhale
4650,NoWhale
1159,RightWhale
8681,NoWhale
1325,NoWhale
8637,RightWhale
4796,RightWhale
6796,RightWhale
5808,NoWhale
10787,RightWhale
1455,RightWhale
5410,RightWhale
2800,RightWhale
7616,RightWhale
9801,NoWhale
7815,RightWhale
4378,RightWhale
8732,RightWhale
6716,RightWhale
3736,RightWhale
2261,NoWhale
7429,RightWhale
4005,NoWhale
2394,RightWhale
1185,NoWhale
2007,NoWhale
193,NoWhale
5525,NoWhale
771,RightWhale
1478,NoWhale
1846,RightWhale
3740,NoWhale
7986,NoWhale
405,RightWhale
10437,RightWhale
9360,NoWhale
6317,RightWhale
6581,RightWhale
1447,NoWhale
342,RightWhale
7468,RightWhale
727,RightWhale
4577,RightWhale
3516,RightWhale
9737,NoWhale
8850,NoWhale
7156,RightWhale
7851,RightWhale
1348,NoWhale
660,RightWhale
1492,RightWhale
9334,NoWhale
5154,NoWhale
10482,RightWhale
2524,NoWhale
8457,RightWhale
9272,RightWhale
5374,NoWhale
3198,RightWhale
5717,NoWhale
8366,NoWhale
9962,NoWhale
9019,RightWhale
8259,RightWhale
9621,RightWhale
40,RightWhale
9681,NoWhale
6816,RightWhale
8446,RightWhale
8956,NoWhale
2723,RightWhale
10054,NoWhale
9389,RightWhale
10649,NoWhale
7155,NoWhale
10045,NoWhale
10093,NoWhale
7230,NoWhale
5075,RightWhale
7880,NoWhale
5394,RightWhale
9362,NoWhale
7789,RightWhale
10218,RightWhale
4088,RightWhale
1967,RightWhale
9842,RightWhale
9641,RightWhale
10603,RightWhale
6999,NoWhale
423,NoWhale
9391,RightWhale
6142,RightWhale
5661,NoWhale
4596,NoWhale
2659,RightWhale
141,NoWhale
2597,RightWhale
6701,RightWhale
1377,NoWhale
3674,NoWhale
10818,NoWhale
6362,NoWhale
10245,NoWhale
4741,RightWhale
1138,NoWhale
7374,RightWhale
1787,NoWhale
10433,RightWhale
4646,NoWhale
7568,NoWhale
459,RightWhale
6115,RightWhale
8179,NoWhale
948,RightWhale
6370,RightWhale
4628,NoWhale
7358,NoWhale
5925,RightWhale
6040,RightWhale
441,RightWhale
6659,RightWhale
3830,RightWhale
10280,NoWhale
6144,NoWhale
9909,RightWhale
6344,RightWhale
1958,NoWhale
155,RightWhale
4578,RightWhale
1089,RightWhale
6049,NoWhale
7950,RightWhale
1674,RightWhale
6763,NoWhale
9178,RightWhale
6416,RightWhale
2326,NoWhale
7096,NoWhale
9404,RightWhale
8638,NoWhale
6450,NoWhale
1715,RightWhale
8381,RightWhale
3831,NoWhale
6299,RightWhale
3348,NoWhale
10415,RightWhale
587,RightWhale
10419,NoWhale
2990,RightWhale
10155,RightWhale
8676,NoWhale
9717,NoWhale
264,NoWhale
10284,NoWhale
6788,NoWhale
9318,NoWhale
3864,NoWhale
6274,RightWhale
10720,RightWhale
3711,NoWhale
8438,RightWhale
1529,NoWhale
9002,NoWhale
923,NoWhale
8625,NoWhale
7329,RightWhale
4364,RightWhale
669,RightWhale
3604,NoWhale
5108,RightWhale
5248,RightWhale
7183,RightWhale
2591,RightWhale
5906,RightWhale
6509,RightWhale
7133,NoWhale
2307,RightWhale
3690,NoWhale
687,NoWhale
612,NoWhale
7167,RightWhale
8671,NoWhale
